issue_year,issue_no,ordinal,period_from,period_to,topic,crops,body,source_file
2025,45,17,2025-11-17,2025-11-23,월동 준비,,"❍ (월동보온) 산간 지역의 온도 변화가 심한 지역에서는 외부 보온 실시와 동시에 내부에도 벌과 가까운 쪽에 보온판을 삽입하여 저온 피해를 예방해야 하나 과보온으로 여왕벌이 다시 산란하지 않도록 주의
- 낮 기온이 급격히 올라가는 날의 경우 보온 덮개를 열어주었다가 저녁에 다시 덮어주는 등의 노력이 필요
❍ (월동장소) 햇빛이 비추는 곳과 그늘진 곳이 반씩 있는 곳이면서 습기가 없는 지역이 가장 이상적임
- 직사광선으로 인해 벌통의 온도가 올라가 뭉쳐진 벌들이 풀어지면 피해가 발생하므로 그늘진 장소가 이상적
❍ (전기가온장치) 겨울철 높은 일교차를 극복하기 위한 방법으로 가온장치를 활용하여 온도를 높여주는 방법이 있음
- 가온장치를 12℃로 설정하여 벌통 가장자리에 배치하게 되면 저온 시 벌통 내부의 온도 차가 줄어들어 월동 봉군의 스트레스 감소에 도움이 됨
- (주의사항) 벌통 온도 설정이 높으면 과보온으로 봉구*가 풀리거나 산란권 형성 등의 문제가 발생할 수 있음. 가온장치를 벌무리 내부로 너무 붙이면 벌들이 가온판으로 몰리는 현상이 발생할 수 있으므로 벌통 내부 가장자리 바깥쪽에 설치 및 유지 시키고 전기 사용시 합선에 의한 화재의 위험성이 있기에 화재 예방을 위한 지속적인 관리 필요",45호_45호_주간농사정보 제45호(2025.11.17.~11.23.).txt
2025,45,18,2025-11-17,2025-11-23,병해충 관리,꿀벌,"❍ (응애) 봉군이 월동에 들어가기 전까지는 청명한 날에 월동벌의 응애류 최종 방제 실시, 저온과 습기로 인한 벌 피해 주의
- 월동기 동안 꿀벌응애가 꿀벌 복부 밀랍샘(Wax gland)에서 월동을 할 수 있으므로, 월동 전 적극 방제로 월동 피해 예방
❍ (나방) 벌무리 세력이 매우 약하거나 방치된 벌통 내 벌집이 있을 경우 꿀벌부채명나방에 의한 피해 발생, 꿀벌부채명나방 유충이 벌집을 돌아다니면서 유충 및 벌집에 직접적인 피해를 입힘",45호_45호_주간농사정보 제45호(2025.11.17.~11.23.).txt
2025,46,2,2025-11-24,2025-11-30,볍씨 준비,벼,"❍ 내년에 사용할 볍씨는 지역 적응 품종 중에서 수매 품종과 품종 특성을 고려하여 재배 안정성이 우수한 고품질 품종을 확보함
❍ 벼 보급종은 해당 지역에 공급되는 품종과 품종 특성을 미리 알아보고 기간 내에 시·군농업기술센터 및 읍면동사무소에 신청하도록 함
❍ 신품종으로 바꿔 재배하거나, 시범포에서 생산된 종자를 재배할 농가는 품종의 적응지역, 시비량, 병해충 등 재배 특성에 유의하여 품종을 선정함
❍ 자가 채종 종자 또는 자율 교환 종자를 사용하는 농가에서는 시·군농업기술센터에서 종자 활력 검사를 받은 후 사용함
- 등숙기 잦은 강우에 따른 수발아 피해 발생 종자는 발아 검사 실시
❍ 벼 보급종 종자 신청(국립종자원 홈페이지 참조 – 정부 보급종 생산/공급)",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,3,2025-11-24,2025-11-30,토양 관리,벼,"❍ 토양검정용 시료 채취 시기는 작물 수확 직후에 하며, 농업기술센터의 지도에 따라 적정시료를 채취하여 토양검정을 의뢰함
- 농업기술센터 토양검정 결과를 토대로 시비처방서 발급과 지도를 받아 적정 토양 관리가 이루어질 수 있도록 함
❍ 땅심이 낮은 논은 객토, 유기물 및 토양개량제, 깊이갈이, 배수 개선 등 재배 특성에 알맞도록 토양을 종합적으로 개량하고 관리해야 함
❍ 물 빠짐이 너무 좋은 사질토나 물 빠짐이 나쁜 점질토에서는 객토 등을 통해 토양 물리성을 개선하여 벼의 생육 및 미질을 향상함
- 모래논과 질흙논은 찰흙함량이 15%로 증대되도록 객토하며 질흙논은 투수성 및 농기계 작업의 능률이 증대됨
❍ 유기물을 줄 때 부숙이 잘된 퇴비를 사용하면 청미, 심복백미의 발생이 적고, 현미, 백미에서 완전미 비율 높아짐
- 쌀의 완전미 비율은 퇴비>계분>유기질비료>관행 순으로 높음
❍ 규산질비료 시용은 벼의 잎과 줄기를 튼튼하게 하며, 병해충이나 냉해를 줄일 수 있으므로 논갈이 전에 미리 주어서 유기물 분해 촉진
- 규산질비료 시용 대상지: 병해충, 냉해, 도복 등 규산이 부족한 재해상습지, 규산 시용이 4년 경과 된 논 및 객토지 등",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,4,2025-11-24,2025-11-30,수확 후 농기계 관리,,"❍ 수확 작업을 마친 농기계는 관리 소홀로 인하여 내구연한이 단축될 수 있으므로 철저한 점검과 관리가 필요함
- 농기계의 내·외관을 깨끗이 닦은 뒤, 기름을 칠하고 각종 너트·볼트를 점검하며 클러치 및 레버는 풀림 상태로 보관함
- 가솔린 엔진은 연료를 빼주고 디젤엔진은 연료를 가득 채워둬야 하며 점화플러그, 기화기, 공기청정기 등을 깨끗이 청소함
- 배터리는 분리하여 직사광선이 닿지 않는 건조한 장소에 보관함
- 냉각수 부동액을 혼합하는 기계는 부동액과 물을 4대 6의 비율로 혼합하며 엔진오일과 필터를 교환하여야 함
❍ 농기계는 전용 보관창고에 보관하고, 창고가 없는 경우 햇볕이 들지 않는 건조, 통풍이 잘되는 곳에서 눈비를 맞지 않게 덮어서 보관함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,5,2025-11-24,2025-11-30,밭작물 관리,"감자,고구마,밀,보리","❍ (보리·밀) 맥류는 습해에 약한 작물이므로 배수로 정비를 철저히 해야 함
- 논의 끝머리에 좌우로 배수로를 내고 배수로가 서로 연결되게 하여 배수구로 물이 잘 빠지도록 함
- 습해를 받은 포장은 겨울을 나는 동안에 추위에 견디는 힘이 약해지게 되어 동사하거나 말라 죽게 되므로 반드시 배수를 철저히 하여 서릿발 피해 및 습해를 막아주어야 함
- 늦게 파종한 지역은 퇴비나 볏짚 등 유기물을 피복해주며 복토를 충분히 하여 안전하게 월동할 수 있게 해줌
- 밀 파종이 늦을 경우
❍ (감자) 가을 재배 감자는 서리가 내리기 전 수확을 완료하며 시설재배에 씨감자로 활용할 경우 반드시 휴면타파를 시켜야 함
- 남부지방에서 가을재배로 채종한 2기작 품종을 이용하고자 할 때는 수확 후부터 18∼25℃의 실온에 보관하여 휴면기간을 단축함
- 휴면상태의 검정은 씨감자를 심기 전에 18∼25℃ 실온에서 1∼2주간 두어 감자 싹이 나오는지 확인함
❍ (고구마) 저장 온도가 높아지면 호흡작용이 왕성해져서 양분소모가 많아지고 싹이 터서 상품가치가 낮아지므로 적정온도에서 저장함
- 본 저장은 온도 12∼15℃, 습도 85∼90%에 보관함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,6,2025-11-24,2025-11-30,종자 신청 및 사전준비,감자,"❍ 지역 특성을 고려하여 재배방법에 따라 우량종자를 준비토록 하며 약제 및 전용비료 등 각종 자재는 미리 준비함
- 내년도 종자용으로 사용할 경우 이형립, 손상립, 협잡물이 섞이지 않도록 정선을 실시함
- 종자의 수명과 활력을 오래 유지하려면 알맞은 저장온도와 습도에서 보관하고 병해충(썩음병, 쥐 등) 피해 등을 받지 않도록 관리함
❍ 봄감자 보급종 종자 신청
- 봄감자 공급가격 (단위: 원, 20kg/박스)",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,7,2025-11-24,2025-11-30,마늘․양파,"마늘,양파","❍ (본답관리) 배수로를 정비하여 토양 과습에 의한 습해예방, 피복한 비닐은 흙으로 덮어 바람에 날리지 않도록 고정, 월동준비 등
- 서릿발 피해 예방을 위해 솟구쳐 올라온 마늘, 양파는 즉시 땅에  눌러 주고 뿌리부분이 완전히 묻히도록 흙덮기 실시
- 난지형마늘은 월동 전에 싹이 트기 때문에 뿌리의 활착이 잘 되어야 겨울철에 동해피해를 줄일 수 있음
❍ (양파 심기 늦어진 포장) 정식이 늦어진 포장은 동해예방을 위해 부직포 또는 유공비닐 이중 피복
- 논 양파 재배 시 11월 중순이후 늦게 심은 경우 부직포 이중피복
- 아주심기 후 10일 전후(11월 하순 또는 12월 상순), 고정핀 2~3m 간격 고정
❍ (양파 초기관리) 전년도 양파 노균병 발생포장 및 발생 우려지역은 정식 후 7일 간격으로 2회 예방적 방제
- 잎이 마르거나 생육이 부진한 포장은 제4종 복합비료 또는 요소 0.2%(물20L에 40g)를 5~7일 간격으로 2~3회 살포함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,8,2025-11-24,2025-11-30,시설채소,,"❍ (환경 관리) 일교차에 의한 시설 내 안개가 발생하지 않도록 측창과 천창 개폐에 신경을 써서 생육 저하 및 생리장해 현상을 방지해야 함
- 작물별로 적온관리를 하되, 야간 최저온도를 과채류는 12℃이상,엽채류는 8℃이상 유지되도록 관리
❍ (강풍대비) 고정끈을 튼튼히 매주고 강풍이 불 때는 환기창을 모두 닫아 완전히 밀폐시켜 비닐과 골재가 밀착되도록 함
❍ (폭설대비) 하우스 동 사이는 1.5m 이상 확보하고 제설장비 준비
- 하우스 적설 방지와 쌓인 눈을 신속하게 치울 수 있도록 함
❍ (병해충 방제) 조기 예찰 및 발생 초기에 방제를 철저히 함
- 환기로 적정습도 유지, 병든 잎과 과실은 신속히 제거, 초기 적용약제 방제
- 해충 발견 시 3~5일 간격 3회 정도 성분이 다른 약제 교호살포 또는 천적 사용",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,9,2025-11-24,2025-11-30,딸  기,"꿀벌,딸기","❍ (생육관리) 낮에는 환기관리, 밤에는 철저한 보온관리로 적온유지
- (관수) 오전 10~12시 이전에 마무리하여 시설 내 과습방지
- (수분) 꿀벌의 활동 온도는 18~22℃ 이므로 시설 온도관리에 유의
- (탄산시비) CO2 농도 1,500ppm 내에서는 농도가 증가할수록 효과 증가
❍ (당도 향상기술) 온도, 일사량, 잎 면적, 탄산가스, 꽃솎음, 전조, 관수방법, 품종, 수확시기 등에 따라 당의 축적량은 달라짐
- (변온관리) 해가 진 후 3~4시간 동안 잎의 광합성 산물인 당을 과실로 보내야 하므로 13~15℃ 유지, 새벽 최저온도 5~6℃ 관리
- (초세관리) 새 잎의 발생속도가 떨어지기 때문에 잎 따주기 최대한 자제
- (수경재배) 수확기간 중 급액농도를 낮추면 세력이 약해지고, 과실의  당도가 떨어지게 되므로 수확기 EC농도를 1.2~1.3dS/m로 관리함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,10,2025-11-24,2025-11-30,과원 환경 정비,,"❍ 낙엽, 잡초 및 썩은 가지 등은 생육 기간 중 발생한 병해충의 월동장소가 되므로 휴면기 경운 작업 시 뒤집어 주거나 태워 병해충의 밀도를 낮춤
❍ 관수시설은 동파의 우려가 있으므로 내부의 물을 완전히 빼주고 작업 도구는 한곳에 모아 둠
❍ 토양표면에 덮여있는 반사필름, 부직포 등을 걷어 수관하부 지열이 차단되지 않도록 함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,11,2025-11-24,2025-11-30,겨울철 과원 관리,복숭아,"❍ 수확을 마무리한 과원에서는 잎이 떨어진 후 밑거름 바로 시비
- 내년 2월 상·중순 뿌리 활동이 시작될 때 이용될 수 있도록 관리
❍ 세력이 많이 약해진 과원에서는 잎이 떨어지기 전에 요소 3~5%를 엽면시비
❍ 월동준비를 위해 나무 원줄기에 백색 수성페인트를 칠하거나 짚·신문지·반사필름 등 보온자재로 피복(복숭아는 1m 이상)
❍ 토양이 건조하지 않도록 수확 후부터 땅이 얼기 전까지 충분히 관수
- 토양이 지나치게 건조하면 언 피해 발생 증가
- 사질토 4일 간격 20mm, 양토 7일 간격 30mm, 점질토 9일 간격 35mm 관수",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,12,2025-11-24,2025-11-30,수확 후 저장고 관리,장미,"❍ 저장고 온도는 과일 입고 1∼2일 전에 저온저장고를 목표 온도까지 떨어뜨린 후에 입고해야 과일 품온을 빨리 떨어뜨릴 수 있음
❍ 저장고 내 원활한 통풍을 위하여 팔레트와 벽면 사이에는 최소 20∼30cm, 천장 사이에는 최소 1m 이상의 공간을 두고 배치
❍ 가습기를 설치하여 자동으로 습도를 조절하여 저장고 내 상대 습도약 90% 정도 유지
❍ 저장중인 과일도 살아있는 생명체이므로 호흡을 하면서 이산화탄소, 에틸렌 등이 발생하여 밀폐된 저장고 내에 장기간 축적되면 가스장해 발생함
- 저장고 내 환기창을 설치하여 주기적으로 환기(1주일에 1∼2회, 10분씩)를 시켜주어야 하며 환기창이 없으면 바깥 기온이 낮은 시간(야간 또는 새벽)에 저장고 문을 열어 환기를 시켜줌
❍ 야생종 장미는 북반구의 온대와 한대지방에 분포하며 온도 적응성이 다른 화훼작물보다 낮은 편이나, 겨울철에 고품질의 절화를 얻기 위해서는 적절한 환경 관리가 필요
❍ (환경관리) 겨울철은 일교차가 큰 시기이므로 낮과 밤의 온도 차가 10℃ 이상 되지 않게 보온 관리에 유의
- 시설 내 안개가 발생하지 않도록 보온커튼 개폐시간에 조심
- 적정 습도(80% 이내) 관리로 노균병, 흰가루병 등 병해 발생 억제
- 겨울철 차가운 물을 주는 것은 뿌리 온도를 낮추므로 관수와 양액 공급에 사용하는 물은 적정온도를 맞추어 근권부 온도를 유지
- 생육적온 : 낮 24~27℃, 밤 15~18℃, 뿌리 부근 온도 18~20℃
- 광도 : 50,000LUX 이상
- CO2 처리 : 1,000~1,500ppm(일출 후 2~3시간)
❍ (생리장해) 겨울철 저온과 광 부족으로 부적절한 재배 환경에 놓이므로, 적정한 광도 유지와 온도관리로 생리장해를 예방이 필요
- 겨울철 발생하기 쉬운 생리 장해
❍ (병해충 방제) 흰가루병이나 노균병 발생이 많은 시기이므로 주의함
- 병든 식물체는 발견 즉시 제거하고 적용약제로 방제
- 다습조건은 병 발생을 조장하므로 난방·환기로 습도 조절
- 해충 방제는 백색이나 황색 끈끈이 트랩을 설치하여 예찰을 하고 해충이 발견되면 적용 약제를 3∼5일 간격으로 3회 정도 성분이 다른 약제로 바꾸어 가면서 살포 해줌",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,13,2025-11-24,2025-11-30,인삼 폭설대비,,"❍ 폭설피해를 줄이기 위해서는 표준 규격 자재를 사용해야 하고, 비용이 더 많이 소요되더라도 표준 해가림 설치를 하도록 함
- 폭설피해가 잦은 지역에서는 전후주연결식을 이용하는 것이 피해를 줄일 수 있음
❍ 폭설피해 예방을 위해서는 월동기 차광망을 걷어줌
- 눈은 상면 보온 효과가 있어 동해를 막아줌
- 미리 걷지 못한 경우는 지속적으로 제설작업을 해줌
- 집단 붕괴의 우려가 있는 경우에는 중간중간 차광망을 해체하여 연쇄붕괴로 인한 피해를 최소화하여야 함
❍ 폭설 피해를 받은 포장은 조속히 복구함
- 고랑 및 배수로 정비를 철저히 하여 부패, 병의 전염 등 2차 피해를 최소화해야 함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,14,2025-11-24,2025-11-30,약용작물,,"❍ 약용작물의 약효성분은 수확 후 처리 방법에 따라 품질의 차이가 생기므로 주의가 필요함
- 약용작물을 세척 할 때는 청결한 물을 사용하고, 함유 성분의 용출이나 변화가 없도록 세척 시간은 짧을수록 좋음
- 약초를 건조기로 말릴 때는 초종별 건조온도(50℃ 내외)에 맞추어 건조하여 품질이 좋은 약재를 생산하도록 함
❍ 수확한 약용작물은 오염에 대한 품질관리를 철저히 함
- 자연 건조(햇볕이나 그늘)를 하는 경우에는 건조대 간격을 조절하여 변질을 예방하고 미생물 또는 곰팡이에 오염되지 않도록 관리함
- 약재의 저장은 변질과 오염을 방지할 수 있는 저온, 제습 시설을 갖춘 저장시설을 이용하여 보관해줌
- 세척·건조 후 상온 보관 중에 있는 생산물이 있다면 반드시 4℃ 이하의 저온저장고에 옮겨 유해 곰팡이에 의한 오염을 차단해야 하고 수확 후 처리방법에 따라 품질의 차이가 생기므로 주의가 필요함",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,15,2025-11-24,2025-11-30,느타리 버섯,느타리버섯,"❍ 유리수 정체로 인한 세균성 갈변병이 발생하지 않도록 환기에 주의함
- 재배사 내·외부의 온도차가 크므로 환기는 낮시간을 이용하여 생장에 따라 적은 양으로 꾸준하게 실시함
❍ 적정 환기관리는 버섯의 품질을 좌우하므로 버섯의 개체수나 온도변화에 따라 환기량을 조절해줌
❍ (소 럼피스킨 방역) LSD 백신 접종. 개체별 과민반응(쇼크) 주의 등
❍ (양돈농장) 방역 수준 평가를 위한 자가 점검표 활용(차단 방역) 등
❍ (화재예방) 환절기 전기 사용량 증가 대비 전기 시설 안전 점검 등",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,16,2025-11-24,2025-11-30,소 럼피스킨 방역관리,,"❍ (럼피스킨) 소, 물소 발생, 바이러스성 질병. 제1종 가축전염병
- 잠복기간: 4일에서 14일 정도(최대 28일), 폐사율 10% 이하
- 증상: 고열(∼41℃) 후 피부· 내부 점막에 혹덩어리(결절) 형성. 과도한 침 흘림, 눈과 코 분비물 증가, 가슴과 다리 등 부종 등 발현
❍ (LSD 백신) 약독화 생백신, 접종 후 경미한 접종 반응 발현.  접종 후 2∼3주 이내 대부분 소멸
- 다만, 개체별로 과민반응(쇼크 등) 우려가 있으므로 주의
❍ 축사 주변 물웅덩이 메우기(매개곤충 발생 요인). 축사 안팎 살충 실시
❍ (배경) 지속적인 가축질병 발생으로 농가 차단방역 중요성 강화
- 아프리카돼지열병(ASF), 고병원성조류인플루엔자(HPAI) 등
❍ (농가 자가 점검표) 총 40개 질문 구성(방역수준 평가)
- 차단방역 관련(15문항), 돈군 이동 및 편성 관련(13문항), 점검 및 소통 관련(3문항), 면역 관련(5문항), 검사 및 기록 관련(4문항) 구성
❍ 각 문항별 방역조치사항 수준에 따라 A, B, C(3가지)로 답변
- A 차단 방역 우수, B 차단 방역 보통, C 차단 방역 미흡
❍ 최종 답변 부분 합계 분류. 각 항목별 점수화(평가)",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,17,2025-11-24,2025-11-30,"해충,",,"❍ 축사 내·외부 온도 차 대비, 축종·축사 시설 청결과 방풍·보온 철저
❍ (한우) 사료 급여량 증가(극심한 일교차로 인한 체온 유지 에너지 증가), 보온 관리(송아지)로 호흡기 질병, 설사병 예방
❍ (젖소) 규칙적·위생적 착유, 그리고 축사 바닥 청결에 주의
- 습기 많은 축사 바닥: 유해균, 가스, 유방염 증식·발생과 번식률 저하
❍ (돼지) 5℃ 이상 일교차는 질병 저항력 저하. 면역력 약한 자돈 온도 주의
- 출생 직후 30∼35℃, 1주일 후 27∼28℃, 젖뗀 뒤 22∼25℃ 유지
- 찬 공기는 호흡기 질병 발생의 요인. 환기 시 직접적인 피부 찬 바람 주의
❍ (닭) 20℃ 이하에서 온도 1℃씩 낮아지면 사료 섭취량 1% 증가.
- 1주령 이내 병아리: 저온 취약, 입식 전 내부 온도 올려두기
- 계사 유해가스 발생 및 냉기류 차단을 위한 환기량 조절
❍ 가을∼겨울철 건조한 날씨로 인해 작은 불씨가 큰 피해를 가져옴.
❍ 10월부터 5개월간(2024년 10월∼2025년 2월) 겨울철 가축전염병 특별방역 기간 운영(농식품부, 농림축산검역본부, 가축위생방역지원본부)
❍ 농장 출입 시 소독 철저, 내부 청결, 축사 출입 시 장화 갈아신기 및 손 소독, 축사 내부 매일 소독 등 철저한 방역 수칙 준수요청
- 축산 관계 차량은 가능한 한 농장 통행 차단, 부득이한 사정 시, 차량 전체나 바퀴 및 하부 등 추가 세척·소독
❍ 양돈 농가는 아프리카돼지열병, 구제역 방지를 위한 ① 외부 울타리, ② 내부 울타리, ③ 입·출하대, ④ 방역실, ⑤ 전실, ⑥ 물품 반입 시설, ⑦ 방충·방조망, ⑧ 폐기물 보관 시설 설치 등
- 전실에는 신발 소독조, 신발장, 세척 장비, 손 세척(또는 소독설 비 설치). 전실을 통해 사육동 내부 출입
- 장화, 축사 내·외부용 구분. 용도별 색깔 구분으로 교차오염 방지
❍ 가금 농가에서는 야생조류 접근 금지. 사료, 잔반 야외 방치 금지. 계사와 퇴비장 방조망 설치
- 농장 사용 농기계, 알 놓는 판(난좌), 알 운반 도구 야외 보관 금지. 사용 시 세척·소독 후 실내 보관
❍ 구제역 백신접종 미실시 농가, 관련법에 따른 과태료 부과. 소(염소), 돼지 농가 반드시 접종
- 접종 전·후 방역복 착용, 세척 및 소독 등 철저한 방역으로 구제역 전파 사전 차단
❍ 가축전염병 의심 시 즉시 방역 기관 신고(1588-9060/4060)",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,18,2025-11-24,2025-11-30,월동 준비,,"❍ (월동 시 외부 보온) 산간 지역의 온도 변화가 심한 지역에서는 보온자재를 이용하여 외부 보온을 해주고 내부에도 양쪽 끝에 보온판을 삽입하여야 함
- 추운 지역에서는 헝겊덮개 위에 보온덮개를 놓아 일정온도를 유지
- 저온 피해는 예방해야 하나 과보온으로 여왕벌이 다시 산란하지 않도록 주의
❍ (월동장소) 그늘지면서 습기가 없는 장소가 월동 장소로 적합함. 직사광선으로 인해 벌통의 온도가 올라가 뭉쳐진 벌들이 풀어지면 피해가 발생하므로 그늘진 장소가 이상적
❍ (전기가온장치) 겨울철 높은 일교차를 극복하기 위한 방법으로 가온장치를 활용하여 온도를 높여주는 방법이 있음
- 가온장치를 12℃로 설정하여 벌통 가장자리에 배치하게 되면 저온 시 벌통 내부의 온도 차가 줄어들어 월동 봉군의 스트레스 감소에 도움이 됨
- (주의사항) 벌통 온도 설정이 높으면 과보온으로 벌뭉치(봉구*)가 풀리거나 산란권 형성 등의 문제가 발생할 수 있음. 가온장치를 벌무리 내부로 너무 붙이면 벌들이 가온판으로 몰리는 현상이 발생할 수 있으므로 벌통 내부 가장자리 바깥쪽에 설치 및 유지 시키고 전기 사용시 합선에 의한 화재의 위험성이 있기에 화재 예방을 위한 지속적인 관리 필요",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,19,2025-11-24,2025-11-30,병해충 관리,꿀벌,"❍ (응애) 봉군이 월동에 들어가기 전까지는 청명한 날에 월동벌의 응애류 최종 방제 실시, 저온과 습기로 인한 벌 피해 주의
- 월동기 동안 꿀벌응애가 꿀벌 복부 밀랍샘(Wax gland)에서 월동을 할 수 있으므로, 월동 전 적극 방제로 월동 피해 예방
❍ (나방) 벌무리 세력이 매우 약하거나 방치된 벌통 내 벌집이 있을 경우 꿀벌부채명나방에 의한 피해 발생, 꿀벌부채명나방 유충이 벌집을 돌아다니면서 유충 및 벌집에 직접적인 피해를 입힘",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,46,20,2025-11-24,2025-11-30,자재 정리 보관,,"❍ (빈 벌통 정리) 합봉 등으로 남은 벌집은 내검칼을 이용하여 깨끗이 한 다음 화염 분출기(토치)를 이용하여 불로 소독하며, 흠집 난 곳은 보수하고, 맑은 날 페인트로 색칠하여 비를 피하고 습기가 없는 장소에 보관
❍ (기타 자재 보관) 내검칼, 봉솔, 훈연기, 자동사양기 등 사육 기간 사용된 자재들을 깨끗하게 세척하고 태양광으로 말리어 소독하여 창고에 보관하여 다음 해에 사육을 사전에 준비",46호_46호_주간농사정보 제46호(2025.11.24.~11.30.).txt
2025,47,2,2025-12-01,2025-12-07,볍씨 준비,벼,"❍ 내년에 사용할 볍씨는 지역 적응 품종 중에서 수매 품종과 품종 특성을 고려하여 재배 안정성이 우수한 고품질 품종을 확보함
❍ 벼 보급종은 해당 지역에 공급되는 품종과 품종 특성을 미리 알아보고 기간 내에 시·군농업기술센터 및 읍면동사무소에 신청하도록 함
❍ 신품종으로 바꿔 재배하거나, 시범포에서 생산된 종자를 재배할 농가는 품종의 적응지역, 시비량, 병해충 등 재배 특성에 유의하여 품종을 선정함
❍ 자가 채종 종자 또는 자율 교환 종자를 사용하는 농가에서는 시·군농업기술센터에서 종자 활력 검사를 받은 후 사용함
- 등숙기 잦은 강우에 따른 수발아 피해 발생 종자는 발아 검사 실시
❍ 벼 보급종 종자 신청(국립종자원 홈페이지 참조 – 정부 보급종 생산/공급)
❍ 보급종 품종별·지역별 생산/공급은 국립종자원 홈페이지 참조",47호_47호_주간농사정보 제47호(2025.12.1.~12.7.).txt
2025,47,3,2025-12-01,2025-12-07,토양 관리,벼,"❍ 토양검정용 시료 채취 시기는 작물 수확 직후에 하며, 농업기술센터의 지도에 따라 적정시료를 채취하여 토양검정을 의뢰함
- 농업기술센터 토양검정 결과를 토대로 시비처방서 발급과 지도를 받아 적정 토양 관리가 이루어질 수 있도록 함
❍ 땅심이 낮은 논은 객토, 유기물 및 토양개량제, 깊이갈이, 배수 개선 등 재배 특성에 알맞도록 토양을 종합적으로 개량하고 관리해야 함
❍ 물 빠짐이 너무 좋은 사질토나 물 빠짐이 나쁜 점질토에서는 객토 등을 통해 토양 물리성을 개선하여 벼의 생육 및 미질을 향상함
- 모래논과 질흙논은 찰흙함량이 15%로 증대되도록 객토하며 질흙논은 투수성 및 농기계 작업의 능률이 증대됨
❍ 유기물을 줄 때 부숙이 잘된 퇴비를 사용하면 청미, 심복백미의 발생이 적고, 현미, 백미에서 완전미 비율 높아짐
- 쌀의 완전미 비율은 퇴비>계분>유기질비료>관행 순으로 높음
❍ 규산질비료 시용은 벼의 잎과 줄기를 튼튼하게 하며, 병해충이나 냉해를 줄일 수 있으므로 논갈이 전에 미리 주어서 유기물 분해 촉진
- 규산질비료 시용 대상지: 병해충, 냉해, 도복 등 규산이 부족한 재해상습지, 규산 시용이 4년 경과 된 논 및 객토지 등",47호_47호_주간농사정보 제47호(2025.12.1.~12.7.).txt
2025,47,4,2025-12-01,2025-12-07,수확 후 농기계 관리,,"❍ 수확 작업을 마친 농기계는 관리 소홀로 인하여 내구연한이 단축될 수 있으므로 철저한 점검과 관리가 필요함
- 농기계의 내·외관을 깨끗이 닦은 뒤, 기름을 칠하고 각종 너트·볼트를 점검하며 클러치 및 레버는 풀림 상태로 보관함
- 가솔린 엔진은 연료를 빼주고 디젤엔진은 연료를 가득 채워둬야 하며 점화플러그, 기화기, 공기청정기 등을 깨끗이 청소함
- 배터리는 분리하여 직사광선이 닿지 않는 건조한 장소에 보관함
- 냉각수 부동액을 혼합하는 기계는 부동액과 물을 4대 6의 비율로 혼합하며 엔진오일과 필터를 교환하여야 함
❍ 농기계는 전용 보관창고에 보관하고, 창고가 없는 경우 햇볕이 들지 않는 건조, 통풍이 잘되는 곳에서 눈비를 맞지 않게 덮어서 보관함",47호_47호_주간농사정보 제47호(2025.12.1.~12.7.).txt
2025,47,5,2025-12-01,2025-12-07,보리·밀,"밀,보리","❍ 맥류는 습해에 약한 작물이므로 배수로 정비를 철저히 해야 함
- 습해를 받은 포장은 겨울을 나는 동안에 추위에 견디는 힘이 약해지게 되어 동사하거나 말라 죽게 되므로 반드시 배수를 철저히 하여 서릿발 피해 및 습해를 막아주어야 함
- 논의 끝머리에 좌우로 배수로를 내고 배수로가 서로 연결되게 하여 배수구로 물이 잘 빠지도록 함
❍ 서릿발 피해 예방을 위한 밟아주기(답압) 실시
- 서릿발이 생기면 지면이 솟구치면서 뿌리가 절단되고, 이후 저온, 건조, 강풍을 만나면 동해나 고사함
- 서릿발이 서기 쉬운 남부지방에서는 12월 상·중순경에 수차례 밟아주어야 함(단, 과습한 토양 답압 시 토양이 단단해지므로 생육 부진의 원인이 되므로 주의)",47호_47호_주간농사정보 제47호(2025.12.1.~12.7.).txt
